"","user","rec 1","rec 2","rec 3","rec 4","rec 5","rec 6","rec 7","rec 8","rec 9","rec 10"
"199","3164","digitalism","manu.chao","tom.waits","the.chemical.brothers","deichkind","cat.power","bob.dylan","nouvelle.vague","queens.of.the.stone.age","massive.attack"
"200","3180","rammstein","incubus","serj.tankian","placebo","stone.sour","farin.urlaub","rage.against.the.machine","disturbed","nirvana","bullet.for.my.valentine"
"201","3201","jason.mraz","lily.allen","the.fray","hatebreed","bob.marley...the.wailers","muse","funeral.for.a.friend","bring.me.the.horizon","all.that.remains","gentleman"
"202","3205","jason.mraz","frank.sinatra","alicia.keys","dido","lily.allen","maria.mena","dire.straits","abba","jack.johnson","bob.marley...the.wailers"
"203","3255","manu.chao","morcheeba","massive.attack","boards.of.canada","jamiroquai","air","goldfrapp","beastie.boys","portishead","jose.gonzalez"
"204","3265","oomph.","serj.tankian","in.extremo","metallica","nightwish","schandmaul","system.of.a.down","in.flames","him","children.of.bodom"
"205","3268","a.perfect.circle","silverstein","the.used","jay.z","the.smashing.pumpkins","clueso","jimmy.eat.world","lenny.kravitz","atreyu","david.guetta"
"206","3281","guns.n.roses","led.zeppelin","him","evanescence","marilyn.manson","schandmaul","subway.to.sally","dire.straits","apocalyptica","metallica"
"207","3322","oomph.","apocalyptica","dream.theater","manowar","hans.zimmer","howard.shore","limp.bizkit","metallica","avril.lavigne","farin.urlaub"
"208","3347","alexisonfire","enter.shikari","hatebreed","funeral.for.a.friend","caliban","all.that.remains","the.used","bullet.for.my.valentine","breaking.benjamin","sum.41"
"209","3351","jose.gonzalez","norah.jones","jay.z","massive.attack","jamiroquai","feist","goldfrapp","air","jason.mraz","nouvelle.vague"
"210","3360","motorhead","judas.priest","manowar","guns.n.roses","jimi.hendrix","aerosmith","pink.floyd","dream.theater","queen","apocalyptica"
"211","3362","the.cure","muse","in.extremo","sum.41","tori.amos","simple.plan","paramore","the.offspring","nightwish","pearl.jam"
"212","3376","howard.shore","johnny.cash","ac.dc","queen","manu.chao","justice","the.doors","dream.theater","the.chemical.brothers","black.sabbath"
"213","3377","the.killers","the.subways","jack.johnson","queens.of.the.stone.age","the.white.stripes","clueso","peter.fox","oasis","snow.patrol","adam.green"
"214","3380","clueso","bloodhound.gang","farin.urlaub","billy.talent","stone.sour","nirvana","jack.johnson","muse","limp.bizkit","seeed"
"215","3385","die.toten.hosen","nirvana","farin.urlaub","bad.religion","jack.johnson","oasis","gorillaz","incubus","billy.talent","metallica"
"216","3392","farin.urlaub","him","limp.bizkit","marilyn.manson","serj.tankian","bullet.for.my.valentine","metallica","billy.talent","nirvana","die.toten.hosen"
"217","3409","the.smashing.pumpkins","massive.attack","morcheeba","portishead","nouvelle.vague","jose.gonzalez","crystal.castles","daft.punk","queens.of.the.stone.age","feist"
"218","3468","judas.priest","black.sabbath","led.zeppelin","eric.clapton","bob.dylan","iron.maiden","arch.enemy","jack.johnson","ramones","the.doors"
"219","3482","kaiser.chiefs","placebo","travis","norah.jones","clueso","queens.of.the.stone.age","the.white.stripes","jason.mraz","oasis","kate.nash"
"220","3506","subway.to.sally","die.apokalyptischen.reiter","finntroll","equilibrium","dimmu.borgir","blind.guardian","arch.enemy","rob.zombie","eluveitie","amon.amarth"
"221","3508","the.offspring","marilyn.manson","red.hot.chili.peppers","nine.inch.nails","oomph.","schandmaul","guano.apes","green.day","beatsteaks","peter.fox"
"222","3519","coldplay","the.postal.service","travis","death.cab.for.cutie","arctic.monkeys","the.strokes","mgmt","amy.winehouse","keane","editors"
"223","3547","the.pussycat.dolls","kelly.clarkson","timbaland","alicia.keys","britney.spears","black.eyed.peas","leona.lewis","faithless","katy.perry","duffy"
"224","3552","the.white.stripes","bloc.party","kaiser.chiefs","mando.diao","the.strokes","editors","razorlight","marilyn.manson","beastie.boys","mogwai"
"225","3553","hammerfall","howard.shore","apocalyptica","dream.theater","iron.maiden","system.of.a.down","eluveitie","manowar","marilyn.manson","guns.n.roses"
"226","3557","nickelback","flogging.molly","manu.chao","system.of.a.down","ac.dc","gentleman","bad.religion","bloodhound.gang","foo.fighters","rage.against.the.machine"
"227","3574","travis","the.hives","razorlight","the.fratellis","kings.of.leon","clueso","bloc.party","kaiser.chiefs","the.wombats","the.white.stripes"
"228","3598","nofx","the.offspring","billy.talent","nickelback","placebo","jimmy.eat.world","nine.inch.nails","ramones","millencolin","misfits"
"229","3605","air","nelly.furtado","michael.jackson","kanye.west","dido","jay.z","massive.attack","rihanna","eminem","david.guetta"
"230","3634","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"231","3638","norah.jones","bob.marley...the.wailers","michael.jackson","aerosmith","jason.mraz","lily.allen","madonna","bruce.springsteen","gentleman","the.ting.tings"
"232","3663","jay.z","timbaland","razorlight","the.strokes","editors","justin.timberlake","david.guetta","bob.marley","mgmt","peter.fox"
"233","3688","apocalyptica","manowar","kreator","motorhead","schandmaul","rob.zombie","ac.dc","arch.enemy","die.apokalyptischen.reiter","finntroll"
"234","3693","nickelback","green.day","nirvana","seeed","system.of.a.down","linkin.park","guano.apes","die.toten.hosen","beatsteaks","afi"
"235","3706","james.morrison","alanis.morissette","timbaland","madonna","robbie.williams","duffy","gentleman","frank.sinatra","keane","lenny.kravitz"
"236","3720","cypress.hill","bob.marley...the.wailers","guano.apes","godsmack","gentleman","papa.roach","linkin.park","in.flames","tenacious.d","bloodhound.gang"
"237","3723","millencolin","the.clash","farin.urlaub","rage.against.the.machine","foo.fighters","billy.talent","ac.dc","guns.n.roses","the.white.stripes","good.charlotte"
"238","3729","jack.johnson","maria.mena","jason.mraz","the.offspring","foo.fighters","bloodhound.gang","james.blunt","the.fray","gorillaz","muse"
"239","3740","ensiferum","eluveitie","marilyn.manson","apocalyptica","nightwish","equilibrium","him","hammerfall","oomph.","serj.tankian"
"240","3757","oasis","peter.fox","gentleman","jack.johnson","the.fratellis","razorlight","genesis","manu.chao","the.chemical.brothers","the.killers"
"241","3765","tom.waits","the.rolling.stones","the.beatles","eric.clapton","bob.marley...the.wailers","elvis.presley","david.bowie","bruce.springsteen","jimi.hendrix","pearl.jam"
"242","3799","howard.shore","queen","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette"
"243","3882","the.postal.service","nada.surf","the.killers","the.fratellis","jack.johnson","norah.jones","razorlight","placebo","mando.diao","modest.mouse"
"244","3891","nofx","anti.flag","caliban","atreyu","clueso","chimaira","deftones","parkway.drive","dropkick.murphys","sonic.syndicate"
"245","3903","slipknot","iron.maiden","limp.bizkit","black.sabbath","breaking.benjamin","tenacious.d","slayer","soilwork","bullet.for.my.valentine","three.days.grace"
"246","3945","massive.attack","mogwai","nirvana","pearl.jam","the.notwist","air","morcheeba","editors","aphex.twin","goldfrapp"
"247","3958","him","sonata.arctica","schandmaul","subway.to.sally","apocalyptica","serj.tankian","avril.lavigne","placebo","howard.shore","nine.inch.nails"
"248","3963","him","schandmaul","subway.to.sally","apocalyptica","evanescence","oomph.","limp.bizkit","lacuna.coil","marilyn.manson","sonata.arctica"
"249","3966","regina.spektor","belle.and.sebastian","jose.gonzalez","the.smiths","beck","feist","yann.tiersen","cat.power","kings.of.convenience","justin.timberlake"
"250","3990","elvis.presley","michael.jackson","queen","madonna","robbie.williams","frank.sinatra","duffy","groove.coverage","a.perfect.circle","abba"
"251","3998","depeche.mode","hans.zimmer","dire.straits","guns.n.roses","howard.shore","pink.floyd","u2","michael.jackson","abba","r.e.m."
"252","4013","in.extremo","nightwish","marilyn.manson","apocalyptica","oomph.","serj.tankian","korpiklaani","blind.guardian","lacuna.coil","him"
"253","4036","sum.41","nickelback","funeral.for.a.friend","good.charlotte","billy.talent","die.toten.hosen","lostprophets","simple.plan","rise.against","limp.bizkit"
"254","4052","mgmt","nouvelle.vague","joy.division","cocorosie","feist","crystal.castles","ramones","the.rolling.stones","norah.jones","duffy"
"255","4066","equilibrium","die.apokalyptischen.reiter","dark.tranquillity","eluveitie","kreator","finntroll","dimmu.borgir","children.of.bodom","korpiklaani","arch.enemy"
"256","4090","the.white.stripes","farin.urlaub","kaiser.chiefs","red.hot.chili.peppers","bad.religion","the.fratellis","the.subways","oasis","nofx","razorlight"
"257","4096","the.fray","placebo","a.perfect.circle","the.strokes","mando.diao","the.killers","bloc.party","the.subways","incubus","foo.fighters"
"258","4101","leona.lewis","the.pussycat.dolls","alicia.keys","kelly.clarkson","amy.winehouse","britney.spears","james.morrison","flyleaf","timbaland","tegan.and.sara"
"259","4136","adam.green","franz.ferdinand","kings.of.leon","the.wombats","kate.nash","mando.diao","the.hives","bloc.party","deichkind","queens.of.the.stone.age"
"260","4176","gorillaz","bob.marley","morcheeba","eminem","goldfrapp","gentleman","thievery.corporation","air","depeche.mode","the.chemical.brothers"
"261","4187","die.toten.hosen","gentleman","stone.sour","oasis","foo.fighters","rammstein","the.subways","audioslave","johnny.cash","adam.green"
"262","4188","serj.tankian","nine.inch.nails","dream.theater","oomph.","a.perfect.circle","bob.dylan","nirvana","motorhead","die.toten.hosen","limp.bizkit"
"263","4216","serj.tankian","him","oomph.","schandmaul","farin.urlaub","apocalyptica","good.charlotte","nightwish","system.of.a.down","fall.out.boy"
"264","4220","metallica","ac.dc","children.of.bodom","slayer","motorhead","judas.priest","volbeat","arch.enemy","slipknot","nightwish"
"265","4240","mogwai","the.postal.service","bright.eyes","beck","hot.chip","jose.gonzalez","beirut","nada.surf","interpol","feist"
"266","4244","soilwork","in.flames","killswitch.engage","godsmack","dimmu.borgir","slipknot","papa.roach","arch.enemy","stone.sour","tenacious.d"
"267","4250","the.used","jack.johnson","muse","oasis","the.killers","underoath","funeral.for.a.friend","lily.allen","the.subways","the.fratellis"
"268","4261","the.used","atreyu","fall.out.boy","enter.shikari","alexisonfire","killswitch.engage","all.that.remains","bring.me.the.horizon","funeral.for.a.friend","hatebreed"
"269","4268","david.guetta","seeed","justin.timberlake","cypress.hill","eminem","bob.marley...the.wailers","nelly.furtado","lenny.kravitz","alicia.keys","britney.spears"
"270","4318","adam.green","the.fratellis","the.killers","razorlight","the.streets","the.subways","mando.diao","the.hives","queens.of.the.stone.age","lily.allen"
"271","4325","machine.head","chimaira","tool","parkway.drive","sonic.syndicate","hatebreed","disturbed","the.smashing.pumpkins","bring.me.the.horizon","atreyu"
"272","4339","oomph.","rammstein","sonata.arctica","howard.shore","in.extremo","david.bowie","subway.to.sally","dream.theater","the.smiths","apocalyptica"
"273","4370","anti.flag","afi","millencolin","the.white.stripes","bad.religion","the.strokes","hoobastank","foo.fighters","alexisonfire","muse"
"274","4374","equilibrium","kreator","finntroll","in.extremo","die.apokalyptischen.reiter","dark.tranquillity","schandmaul","opeth","apocalyptica","slayer"
"275","4402","deep.purple","iron.maiden","led.zeppelin","judas.priest","hammerfall","genesis","manowar","dire.straits","depeche.mode","motorhead"
"276","4411","kanye.west","aphex.twin","eminem","mogwai","thievery.corporation","cocorosie","bob.marley...the.wailers","bjork","timbaland","gentleman"
"277","4418","nightwish","serj.tankian","rob.zombie","schandmaul","lacuna.coil","korpiklaani","blind.guardian","children.of.bodom","ensiferum","eluveitie"
"278","4427","the.postal.service","nada.surf","bloc.party","editors","modest.mouse","interpol","hot.chip","bright.eyes","the.notwist","kings.of.leon"
"279","4442","mika","duffy","robbie.williams","christina.aguilera","nelly.furtado","dido","abba","kelly.clarkson","lady.gaga","amy.macdonald"
"280","4455","dimmu.borgir","korpiklaani","finntroll","opeth","blind.guardian","hammerfall","lacuna.coil","judas.priest","motorhead","apocalyptica"
"281","4478","a.perfect.circle","abba","ac.dc","adam.green","aerosmith","afi","air","alanis.morissette","alexisonfire","alicia.keys"
"282","4495","damien.rice","cocorosie","moby","bloc.party","jamiroquai","kings.of.convenience","jack.johnson","snow.patrol","james.blunt","flyleaf"
"283","4514","good.charlotte","evanescence","sum.41","hans.zimmer","farin.urlaub","blink.182","hoobastank","papa.roach","fall.out.boy","panic.at.the.disco"
"284","4527","hoobastank","papa.roach","three.days.grace","anti.flag","billy.talent","lostprophets","nickelback","green.day","farin.urlaub","guano.apes"
"285","4530","pink.floyd","guns.n.roses","hans.zimmer","the.cure","atb","rammstein","massive.attack","groove.coverage","dire.straits","the.offspring"
"286","4554","dark.tranquillity","equilibrium","ensiferum","dimmu.borgir","in.flames","korpiklaani","slayer","eluveitie","porcupine.tree","jimi.hendrix"
"287","4557","pink","paramore","leona.lewis","avril.lavigne","cascada","madonna","moby","the.pussycat.dolls","sonata.arctica","lacuna.coil"
"288","4599","snow.patrol","massive.attack","norah.jones","morcheeba","jason.mraz","r.e.m.","keane","goldfrapp","scooter","bloc.party"
"289","4606","black.eyed.peas","madonna","david.guetta","groove.coverage","kanye.west","scooter","alicia.keys","lenny.kravitz","duffy","maria.mena"
"290","4612","oasis","the.rolling.stones","guns.n.roses","dire.straits","deep.purple","bob.dylan","the.offspring","genesis","farin.urlaub","ac.dc"
"291","4618","ac.dc","guns.n.roses","rage.against.the.machine","motorhead","black.sabbath","farin.urlaub","nirvana","r.e.m.","aerosmith","green.day"
"292","4625","norah.jones","damien.rice","clueso","james.blunt","james.morrison","gentleman","dido","alexisonfire","keane","enter.shikari"
"293","4632","beastie.boys","justice","the.prodigy","digitalism","faithless","manu.chao","air","goldfrapp","norah.jones","duffy"
"294","4658","elliott.smith","arcade.fire","nada.surf","regina.spektor","belle.and.sebastian","the.decemberists","feist","mgmt","interpol","the.notwist"
"295","4694","sonic.syndicate","killswitch.engage","heaven.shall.burn","in.flames","rob.zombie","trivium","machine.head","hatebreed","godsmack","guano.apes"
"296","4709","sum.41","jimmy.eat.world","paramore","bob.marley","jay.z","the.offspring","billy.talent","lostprophets","bloodhound.gang","manu.chao"
"297","4730","bring.me.the.horizon","all.that.remains","heaven.shall.burn","hatebreed","as.i.lay.dying","caliban","a.perfect.circle","abba","ac.dc","adam.green"
"298","4789","clueso","norah.jones","aerosmith","alanis.morissette","seeed","gentleman","faithless","bob.marley","jason.mraz","oasis"
